organism_name	infraspecific_name	lineage	representative_genome_org	representative_genome_acc	representative_genome_uniprot_acc	genome_assembly_id	taxonomy_id	bco_id	schema_version	analysis_platform	analysis_platform_object_id	strain	bioproject	biosample	sra_run_id	ngs_read_file_name	ngs_read_file_source	ngs_gc_content	avg_phred_score	min_read_length	num_reads	num_reads_unique	avg_read_length	max_read_length	max_duplicate_read	strategy	instrument	id_method	coding_system	percent_coding	percent_not_coding	complexity_percent	non_complex_percent	stdev_quality	avg_quality_a	avg_quality_t	avg_quality_g	avg_quality_c	count_a	count_c	count_g	count_t	count_n	percent_a	percent_c	percent_g	percent_t	count_all_wn	count_all		
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_039461585.1	11320	ARGOS_000087	v1.6	HIVE	65639		PRJNA1102327	SAMN41019250	SRR28752603	SRR28752603_2.fastq	SRA	46.26%	34.414126	35	96856	56237	146.633714	151	333	WGS	Illumina iSeq 100		Standard	85.13%	14.87%	98.84%	1.16%	10.798034	34.285517	33.617858	34.82471	35.074766	3843318	3251307	3315634	3786426	5670	27.061132	22.892732	23.345663	26.66055	14202355	14196685		
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_039461585.1	11320	ARGOS_000087	v1.6	HIVE	65637		PRJNA1102327	SAMN41019250	SRR28752603	SRR28752603_1.fastq	SRA	46.18%	35.035669	35	96856	50966	146.625754	151	335	WGS	Illumina iSeq 100		Standard	86.20%	13.80%	99.08%	0.92%	10.836022	35.052594	34.344659	35.32938	35.521112	3851723	3270076	3285941	3788279	5565	27.121784	23.026136	23.137849	26.675046	14201584	14196019		
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_039461565.1	11320	ARGOS_000087	v1.6	HIVE	65578		PRJNA1102327	SAMN41019248	SRR28752605	SRR28752605_2.fastq	SRA	47.36%	35.688594	35	157903	59827	144.574182	151	969	WGS	Illumina iSeq 100		Standard	92.61%	7.39%	99.62%	0.38%	18.6251	35.552196	35.282902	35.927733	36.052015	6011102	5395743	5412107	6002780	6965	26.331341	23.635791	23.707472	26.294887	22828697	22821732		
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_039461565.1	11320	ARGOS_000087	v1.6	HIVE	65576		PRJNA1102327	SAMN41019248	SRR28752605	SRR28752605_1.fastq	SRA	47.39%	35.387448	35	157903	62560	144.615283	151	1015	WGS	Illumina iSeq 100		Standard	92.45%	7.55%	99.76%	0.24%	18.638877	35.308292	34.954416	35.555138	35.786583	6035702	5403823	5414435	5974262	6965	26.431586	23.664457	23.710929	26.162527	22835187	22828222		
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_039462415.1	11320	ARGOS_000087	v1.6	HIVE	66099		PRJNA1102327	SAMN41019335	SRR28752555	SRR28752555_2.fastq	SRA	46.91%	36.473346	35	163490	92128	223.22243	251	417	WGS	Illumina MiSeq		Standard	87.71%	12.29%	99.78%	0.22%	11.602868	36.357668	36.755909	36.253383	36.506289	9714542	8539619	8577906	9658998	3570	26.619096	23.399656	23.504567	26.466898	36494635	36491065		
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_039462415.1	11320	ARGOS_000087	v1.6	HIVE	66096		PRJNA1102327	SAMN41019335	SRR28752555	SRR28752555_1.fastq	SRA	46.88%	37.324311	35	163490	82691	222.981485	251	545	WGS	Illumina MiSeq		Standard	88.25%	11.75%	99.84%	0.16%	10.589962	37.289579	37.529477	37.118783	37.33643	9685111	8557748	8529861	9678953	3570	26.567128	23.47467	23.398173	26.550236	36455243	36451673		
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_039461355.1	11320	ARGOS_000087	v1.6	HIVE	65535		PRJNA1102327	SAMN41019279	SRR28752680	SRR28752680_2.fastq	SRA	47.75%	32.535665	35	184286	111702	245.80508	301	425	WGS	Illumina MiSeq		Standard	84.59%	15.41%	99.85%	0.15%	9.715329	32.307509	32.91318	32.421931	32.486402	11839907	10810583	10816361	11824969	6615	26.137563	23.865246	23.878002	26.104586	45298435	45291820		
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_039461355.1	11320	ARGOS_000087	v1.6	HIVE	65531		PRJNA1102327	SAMN41019279	SRR28752680	SRR28752680_1.fastq	SRA	47.70%	32.927024	35	184286	102630	245.771898	301	505	WGS	Illumina MiSeq		Standard	84.99%	15.01%	99.90%	0.10%	9.126635	32.859225	33.231769	32.708823	32.885374	11849540	10824855	10779758	11834181	3986	26.16236	23.899979	23.80041	26.12845	45292320	45288334		
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_039461665.1	11320	ARGOS_000087	v1.6	HIVE	65712		PRJNA1102327	SAMN41019259	SRR28752593	SRR28752593_2.fastq	SRA	47.74%	32.689196	35	178590	101697	254.234257	301	534	WGS	Illumina MiSeq		Standard	81.24%	18.76%	99.78%	0.22%	11.771913	32.480416	33.050238	32.555814	32.65528	11852442	10838479	10832235	11873848	6692	26.104575	23.871358	23.857606	26.151721	45403696	45397004		
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_039461665.1	11320	ARGOS_000087	v1.6	HIVE	65708		PRJNA1102327	SAMN41019259	SRR28752593	SRR28752593_1.fastq	SRA	47.70%	32.809037	35	178590	96620	254.286522	301	600	WGS	Illumina MiSeq		Standard	81.27%	18.73%	99.85%	0.15%	11.140813	32.740185	33.136955	32.551897	32.782432	11896468	10852216	10807236	11852920	4190	26.196156	23.896701	23.797655	26.100262	45413030	45408840		
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_039461695.1	11320	ARGOS_000087	v1.6	HIVE	65739		PRJNA1102327	SAMN41019351	SRR28752494	SRR28752494_2.fastq	SRA	46.77%	32.410771	35	147045	100831	251.475127	301	292	WGS	Illumina MiSeq		Standard	80.50%	19.50%	99.65%	0.35%	7.782827	32.207383	32.813161	32.26717	32.327566	9835147	8642569	8649873	9845125	5446	26.597178	23.37209	23.391843	26.624161	36978160	36972714		
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_039461695.1	11320	ARGOS_000087	v1.6	HIVE	65734		PRJNA1102327	SAMN41019351	SRR28752494	SRR28752494_1.fastq	SRA	46.71%	33.009437	35	147045	92122	251.394471	301	348	WGS	Illumina MiSeq		Standard	80.94%	19.06%	99.73%	0.27%	6.757768	32.95309	33.288985	32.786819	32.978281	9874607	8634295	8629332	9824573	3493	26.712457	23.357206	23.343781	26.577107	36966300	36962807		
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_039461335.1	11320	ARGOS_000087	v1.6	HIVE	65515		PRJNA1102327	SAMN41019231	SRR28752453	SRR28752453_2.fastq	SRA	46.59%	35.246006	35	128023	55849	144.740461	151	521	WGS	Illumina iSeq 100		Standard	94.24%	5.76%	99.58%	0.42%	12.94871	35.076297	34.912088	35.42011	35.649447	4948247	4311832	4317683	4945906	6440	26.703822	23.26933	23.300906	26.691188	18530108	18523668		
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_039461335.1	11320	ARGOS_000087	v1.6	HIVE	65513		PRJNA1102327	SAMN41019231	SRR28752453	SRR28752453_1.fastq	SRA	46.60%	35.486114	35	128023	50814	144.706896	151	610	WGS	Illumina iSeq 100		Standard	94.70%	5.30%	99.74%	0.26%	12.91339	35.382679	35.182949	35.587694	35.849085	4955768	4330121	4299368	4934044	6510	26.750613	23.373449	23.207448	26.63335	18525811	18519301		
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_039461685.1	11320	ARGOS_000087	v1.6	HIVE	65726		PRJNA1102327	SAMN41019261	SRR28752591	SRR28752591_2.fastq	SRA	47.16%	32.506096	35	158157	102499	233.013114	301	268	WGS	Illumina MiSeq		Standard	84.24%	15.76%	99.77%	0.23%	7.200539	32.299154	32.874336	32.399576	32.431086	9721522	8693756	8684984	9746430	5963	26.379435	23.590583	23.56678	26.447023	36852655	36846692		
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_039461685.1	11320	ARGOS_000087	v1.6	HIVE	65724		PRJNA1102327	SAMN41019261	SRR28752591	SRR28752591_1.fastq	SRA	47.13%	32.943498	35	158157	95543	232.900624	301	326	WGS	Illumina MiSeq		Standard	84.75%	15.25%	99.85%	0.15%	6.559941	32.882037	33.23234	32.738385	32.89463	9761300	8679136	8681314	9710221	2893	26.500166	23.562286	23.568199	26.361495	36834864	36831971		
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_039460775.1	11320	ARGOS_000087	v1.6	HIVE	65442		PRJNA1102327	SAMN41019354	SRR28752491	SRR28752491_2.fastq	SRA	46.36%	35.725108	35	276587	82270	145.440545	151	1217	WGS	Illumina iSeq 100		Standard	96.30%	3.70%	99.53%	0.47%	17.203005	35.680663	35.288385	35.915335	36.089749	10820726	9329911	9308317	10743230	24780	26.899186	23.193177	23.139497	26.706539	40226964	40202184		
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_039460775.1	11320	ARGOS_000087	v1.6	HIVE	65440		PRJNA1102327	SAMN41019354	SRR28752491	SRR28752491_1.fastq	SRA	46.37%	35.984121	35	276587	73762	145.435389	151	1266	WGS	Illumina iSeq 100		Standard	96.75%	3.25%	99.69%	0.31%	17.288136	36.0197	35.595911	36.06279	36.307603	10880708	9359484	9283207	10677324	24815	27.049254	23.267517	23.077894	26.543645	40225538	40200723		
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_039462325.1	11320	ARGOS_000087	v1.6	HIVE	66090		PRJNA1102327	SAMN41019278	SRR28752681	SRR28752681_2.fastq	SRA	47.97%	32.611615	35	203851	121164	232.146141	301	277	WGS	Illumina MiSeq		Standard	83.83%	16.17%	99.83%	0.17%	8.196641	32.388092	32.965368	32.525944	32.556328	12315256	11333812	11362149	12304476	7530	26.023705	23.949789	24.009669	26.000926	47323223	47315693		
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_039462325.1	11320	ARGOS_000087	v1.6	HIVE	66088		PRJNA1102327	SAMN41019278	SRR28752681	SRR28752681_1.fastq	SRA	47.93%	32.934018	35	203851	113121	232.140186	301	368	WGS	Illumina MiSeq		Standard	84.05%	15.95%	99.88%	0.12%	7.600497	32.876475	33.227474	32.732826	32.879005	12324986	11351038	11329773	12312432	3780	26.044934	23.986805	23.941868	26.018405	47322009	47318229		
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_039461345.1	11320	ARGOS_000087	v1.6	HIVE	65520		PRJNA1102327	SAMN41019277	SRR28752510	SRR28752510_2.fastq	SRA	48.25%	32.639341	35	249133	147069	229.875898	301	270	WGS	Illumina MiSeq		Standard	83.56%	16.44%	99.84%	0.16%	7.938589	32.439149	32.980029	32.551489	32.576551	14817279	13791479	13835687	14816407	8820	25.87282	24.081645	24.158838	25.871297	57269672	57260852		
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_039461345.1	11320	ARGOS_000087	v1.6	HIVE	65518		PRJNA1102327	SAMN41019277	SRR28752510	SRR28752510_1.fastq	SRA	48.21%	32.885241	35	249133	137970	229.925578	301	344	WGS	Illumina MiSeq		Standard	83.71%	16.29%	99.90%	0.10%	7.352759	32.849126	33.167943	32.684898	32.820967	14846864	13815845	13798697	14816577	4066	25.918877	24.118978	24.089042	25.866004	57282049	57277983		
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_039460755.1	11320	ARGOS_000087	v1.6	HIVE	65462		PRJNA1102327	SAMN41019352	SRR28752493	SRR28752493_2.fastq	SRA	49.84%	35.290902	35	194833	91080	145.381214	151	1324	WGS	Illumina iSeq 100		Standard	87.94%	12.06%	99.13%	0.87%	18.659004	35.331238	34.807638	35.390882	35.642107	7047621	7004053	7103631	7147948	21805	24.881224	24.727409	25.078964	25.235422	28325058	28303253		
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_039460755.1	11320	ARGOS_000087	v1.6	HIVE	65458		PRJNA1102327	SAMN41019352	SRR28752493	SRR28752493_1.fastq	SRA	49.87%	35.502211	35	194833	86858	145.442846	151	1147	WGS	Illumina iSeq 100		Standard	88.34%	11.66%	99.31%	0.69%	17.936975	35.605076	35.127769	35.48196	35.79674	7088448	7044186	7077499	7105338	21595	25.014756	24.858558	24.976118	25.07436	28337066	28315471		
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_039461625.1	11320	ARGOS_000087	v1.6	HIVE	65658		PRJNA1102327	SAMN41019254	SRR28752599	SRR28752599_2.fastq	SRA	46.68%	35.243018	35	163380	66297	145.285757	151	779	WGS	Illumina iSeq 100		Standard	93.41%	6.59%	99.68%	0.32%	17.145523	35.079152	34.828047	35.460201	35.686262	6354058	5527655	5549208	6299426	6440	26.768821	23.287292	23.378092	26.538663	23736787	23730347		
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_039461625.1	11320	ARGOS_000087	v1.6	HIVE	65654		PRJNA1102327	SAMN41019254	SRR28752599	SRR28752599_1.fastq	SRA	46.63%	35.475526	35	163380	59891	145.247876	151	944	WGS	Illumina iSeq 100		Standard	93.69%	6.31%	99.83%	0.17%	17.434855	35.372181	35.151229	35.589402	35.849236	6347754	5558226	5503365	6314813	6440	26.749237	23.422191	23.191009	26.610425	23730598	23724158		
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_039462305.1	11320	ARGOS_000087	v1.6	HIVE	66085		PRJNA1102327	SAMN41019232	SRR28752452	SRR28752452_2.fastq	SRA	47.01%	35.229167	35	143441	62166	144.144094	151	723	WGS	Illumina iSeq 100		Standard	93.28%	6.72%	99.56%	0.44%	15.182926	35.070209	34.843635	35.42655	35.646028	5471707	4850904	4866740	5480732	6090	26.463829	23.461324	23.537915	26.507478	20676173	20670083		
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_039462305.1	11320	ARGOS_000087	v1.6	HIVE	66083		PRJNA1102327	SAMN41019232	SRR28752452	SRR28752452_1.fastq	SRA	46.99%	35.615239	35	143441	55089	144.079893	151	882	WGS	Illumina iSeq 100		Standard	93.94%	6.06%	99.75%	0.25%	15.482197	35.533762	35.319403	35.715238	35.94018	5478371	4868908	4838857	5474738	6090	26.507865	23.558893	23.413487	26.490287	20666964	20660874		
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_039462585.1	11320	ARGOS_000087	v1.6	HIVE	66141		PRJNA1102327	SAMN41019251	SRR28752602	SRR28752602_2.fastq	SRA	46.34%	35.071515	35	123686	55000	143.433307	151	632	WGS	Illumina iSeq 100		Standard	93.78%	6.22%	99.59%	0.41%	13.542019	34.895592	34.6817	35.27645	35.522014	4756292	4103263	4115893	4759364	5880	26.81007	23.129103	23.200296	26.827386	17740692	17734812		
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_039462585.1	11320	ARGOS_000087	v1.6	HIVE	66139		PRJNA1102327	SAMN41019251	SRR28752602	SRR28752602_1.fastq	SRA	46.31%	35.600643	35	123686	46941	143.363881	151	837	WGS	Illumina iSeq 100		Standard	94.61%	5.39%	99.78%	0.22%	14.069939	35.507779	35.31246	35.698827	35.943054	4759126	4122708	4087004	4757352	5915	26.839036	23.249964	23.048612	26.829031	17732105	17726190		
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_039462665.1	11320	ARGOS_000087	v1.6	HIVE	66310		PRJNA1102327	SAMN41019260	SRR28752592	SRR28752592_2.fastq	SRA	46.43%	32.689126	35	141939	91312	237.618484	301	175	WGS	Illumina MiSeq		Standard	86.61%	13.39%	99.80%	0.20%	6.71002	32.536345	33.025155	32.52537	32.641088	9029161	7833106	7822511	9037243	5309	26.771052	23.224803	23.193389	26.795015	33727330	33722021		
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_039462665.1	11320	ARGOS_000087	v1.6	HIVE	66308		PRJNA1102327	SAMN41019260	SRR28752592	SRR28752592_1.fastq	SRA	46.42%	32.972341	35	141939	86131	237.622514	301	276	WGS	Illumina MiSeq		Standard	86.96%	13.04%	99.86%	0.14%	6.113511	32.919631	33.256994	32.760781	32.917012	9057468	7829773	7823907	9014025	2729	26.854525	23.214527	23.197135	26.725721	33727902	33725173		
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_039462605.1	11320	ARGOS_000087	v1.6	HIVE	66233		PRJNA1102327	SAMN41019253	SRR28752600	SRR28752600_2.fastq	SRA	46.39%	35.153439	35	211891	80210	144.943414	151	1080	WGS	Illumina iSeq 100		Standard	94.12%	5.88%	99.64%	0.36%	18.740906	34.995551	34.745964	35.370586	35.589651	8234928	7114264	7129631	8224527	8855	26.81321	23.164289	23.214325	26.779344	30712205	30703350		
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_039462605.1	11320	ARGOS_000087	v1.6	HIVE	66231		PRJNA1102327	SAMN41019253	SRR28752600	SRR28752600_1.fastq	SRA	46.35%	35.660777	35	211891	66399	144.881609	151	1266	WGS	Illumina iSeq 100		Standard	94.84%	5.16%	99.80%	0.20%	18.82576	35.584161	35.362063	35.763438	35.99126	8249892	7135127	7090431	8214769	8890	26.873392	23.242131	23.096537	26.758982	30699109	30690219		
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_039462755.1	11320	ARGOS_000087	v1.6	HIVE	66523		PRJNA1102327	SAMN41019201	SRR28752538	SRR28752538_2.fastq	SRA	46.97%	35.785008	35	353561	107157	146.332384	151	2418	WGS	Illumina iSeq 100		Standard	94.36%	5.64%	99.61%	0.39%	26.386103	35.853261	35.171854	35.973802	36.209321	13746871	12154145	12140032	13679121	17255	26.570459	23.491979	23.464701	26.439509	51737424	51720169		
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_039462755.1	11320	ARGOS_000087	v1.6	HIVE	66521		PRJNA1102327	SAMN41019201	SRR28752538	SRR28752538_1.fastq	SRA	46.91%	36.170995	35	353561	91221	146.295709	151	2654	WGS	Illumina iSeq 100		Standard	94.66%	5.34%	99.77%	0.23%	26.036568	36.275558	35.699014	36.25039	36.503482	13790097	12168440	12087905	13660515	17500	26.66069	23.525506	23.369806	26.410166	51724457	51706957		
