organism_name	assembly_gc_content	phred_average	average_ngs_gc_content	Family	host	state_abbr	genome_assembly_id
Influenza A virus	45.7	32.9	47.3	Viruses	Cattle	WY	GCA_040889115.1
Influenza A virus	45.8	32.9	46.7	Viruses	Cattle	WY	GCA_040889095.1
Influenza A virus	45.8	32.8	46.3	Viruses	Cattle	ID	GCA_040889045.1
Influenza A virus	45.8	32.8	46.9	Viruses	Cattle	ID	GCA_040889105.1
Influenza A virus	46	35.7	48.8	Viruses	Cattle	ID	GCA_040888885.1
Influenza A virus	45.7	32.9	47.8	Viruses	Cattle	WY	GCA_040888915.1
Influenza A virus	45.7	35.7	47.4	Viruses	Cattle	WY	GCA_040889155.1
Influenza A virus	45.8	33.1	46.7	Viruses	Fox	MI	GCA_040888855.1
Influenza A virus	45.8	32.9	49.5	Viruses	Cattle	ID	GCA_040889085.1
Influenza A virus	45.7	32.9	46.8	Viruses	Cattle	WY	GCA_040888955.1
Influenza A virus	45.7	35.9	47.3	Viruses	Cattle	WY	GCA_040889175.1
Influenza A virus	45.7	32.9	47.1	Viruses	Cattle	WY	GCA_040889135.1
Influenza A virus	45.8	33	46.8	Viruses	Fox	MI	GCA_040888875.1
Influenza A virus	45.7	32.8	47.4	Viruses	Cattle	WY	GCA_040888895.1
Influenza A virus	45.7	32.9	47.4	Viruses	Cattle	WY	GCA_040889075.1
Influenza A virus	45.9	32.8	47.3	Viruses	Alpaca	ID	GCA_040889405.1
Influenza A virus	45.7	32.8	46	Viruses	Cattle	ID	GCA_040889505.1
Influenza A virus	45.8	32.9	47.1	Viruses	Cattle	TX	GCA_040889355.1
Influenza A virus	45.7	35.7	47.5	Viruses	Cattle	WY	GCA_040889235.1
Influenza A virus	45.8	32.7	41.4	Viruses	Chicken	MN	GCA_040889365.1
Influenza A virus	46	35.8	46.7	Viruses	Cattle	ID	GCA_040889515.1
Influenza A virus	45.8	32.8	41.3	Viruses	Chicken	MN	GCA_040889385.1
Influenza A virus	45.7	35.8	46.8	Viruses	Cattle	WY	GCA_040889215.1
Influenza A virus	45.8	32.8	45.2	Viruses	Cattle	ID	GCA_040889305.1
Influenza A virus	45.8	32.9	47.2	Viruses	Cattle	ID	GCA_040889485.1
Influenza A virus	45.7	35.8	47.1	Viruses	Cattle	WY	GCA_040889275.1
Influenza A virus	46	36	46.2	Viruses	Cattle	ID	GCA_040889495.1
Influenza A virus	45.7	35.7	46.2	Viruses	Cat	MI	GCA_040889285.1
Influenza A virus	45.7	35.7	47.4	Viruses	Cattle	WY	GCA_040889295.1
Influenza A virus	46	35.7	46.8	Viruses	Cattle	ID	GCA_040889535.1
Influenza A virus	45.8	32.8	45.8	Viruses	Chicken	MN	GCA_040889345.1
Influenza A virus	45.9	32.9	46.8	Viruses	Cattle	TX	GCA_040889375.1
Influenza A virus	45.8	32.9	46.1	Viruses	Alpaca	ID	GCA_040889265.1
Influenza A virus	45.8	32.9	47.3	Viruses	Cattle	TX	GCA_040889395.1
Influenza A virus	45.7	32.9	46.4	Viruses	Cattle	ID	GCA_040889425.1
Influenza A virus	45.8	32.9	46.8	Viruses	Cattle	TX	GCA_040889435.1
Influenza A virus	45.7	35.8	47.1	Viruses	Cattle	WY	GCA_040889335.1
Influenza A virus	45.8	32.9	47.5	Viruses	Cattle	TX	GCA_040889415.1
Influenza A virus	45.8	35.8	46.6	Viruses	Cat	MI	GCA_040889525.1
Influenza A virus	45.8	32.8	45.9	Viruses	Cattle	ID	GCA_040889325.1
Influenza A virus	45.7	32.8	47.2	Viruses	Cattle	ID	GCA_040889445.1
Influenza A virus	45.8	32.8	46	Viruses	Cattle	ID	GCA_040889465.1
Influenza A virus	45.7	35.6	47.6	Viruses	Cattle	WY	GCA_040889255.1
Influenza A virus	49.8	35.7	47.3	Viruses	Cattle	WY	GCA_040889315.1
Influenza A virus	45.6	32.8	41.7	Viruses	Chicken	MN	GCA_040889545.1
Influenza A virus	45.9	33	46.3	Viruses	Turkey	MN	GCA_040889865.1
Influenza A virus	45.8	32.9	46	Viruses	Alpaca	ID	GCA_040889855.1
Influenza A virus	49.8	32.9	47.4	Viruses	Cattle	TX	GCA_040889685.1
Influenza A virus	45.8	33.1	46	Viruses	Cattle	ID	GCA_040889765.1
Influenza A virus	45.8	33	47.9	Viruses	Cattle	TX	GCA_040889885.1
Influenza A virus	45.8	32.8	46.4	Viruses	Cattle	ID	GCA_040889695.1
Influenza A virus	45.8	33	47.1	Viruses	Cattle	ID	GCA_040889605.1
Influenza A virus	45.8	32.9	48.7	Viruses	Cattle	ID	GCA_040889655.1
Influenza A virus	45.9	32.8	46.7	Viruses	Turkey	MN	GCA_040889805.1
Influenza A virus	45.8	32.8	46.7	Viruses	Cattle	ID	GCA_040889675.1
Influenza A virus	45.7	32.9	47.3	Viruses	Cattle	ID	GCA_040889845.1
Influenza A virus	45.7	32.9	47.3	Viruses	Cattle	TX	GCA_040889625.1
Influenza A virus	45.8	33	44.7	Viruses	Cattle	ID	GCA_040889785.1
Influenza A virus	45.7	32.7	46.7	Viruses	Cattle	TX	GCA_040889645.1
Influenza A virus	45.7	32.9	48	Viruses	Cattle	TX	GCA_040889725.1
Influenza A virus	45.7	32.9	47.4	Viruses	Cattle	TX	GCA_040889745.1
Influenza A virus	45.8	32.8	47	Viruses	Cattle	ID	GCA_040889715.1
Influenza A virus	45.8	33	48.8	Viruses	Cattle	ID	GCA_040889585.1
Influenza A virus	46	35.8	47.7	Viruses	Cattle	ID	GCA_040889555.1
Influenza A virus	45.9	32.8	46.4	Viruses	Cat	ID	GCA_040889565.1
Influenza A virus	45.8	32.9	46.7	Viruses	Cattle	ID	GCA_040889825.1
Influenza A virus	45.7	32.9	48	Viruses	Cattle	TX	GCA_040889665.1
Influenza A virus	45.7	32.8	48.4	Viruses	Cattle	TX	GCA_040889705.1
Influenza A virus	45.8	32.8	41.5	Viruses	Chicken	MN	GCA_040889955.1
Influenza A virus	45.7	32.8	44.3	Viruses	Turkey	MN	GCA_040889895.1
Influenza A virus	45.8	32.9	46.3	Viruses	Cattle	ID	GCA_040889925.1
Influenza A virus	45.8	32.8	44.4	Viruses	Cattle	ID	GCA_040889935.1
Influenza A virus	45.8	32.9	46.3	Viruses	Cattle	TX	GCA_040889905.1
Influenza A virus	45.8	32.8	46	Viruses	Cattle	ID	GCA_040889915.1
Influenza A virus	45.7	36	47.1	Viruses	Cattle	IA	GCA_040889965.1
Influenza A virus	45.7	35.8	46.4	Viruses	Turkey	IA	GCA_040889945.1
Influenza A virus	45.8	32.8	47	Viruses	Cattle	ID	GCA_040890035.1
Influenza A virus	45.7	36	46.8	Viruses	Cattle	MN	GCA_040890145.1
Influenza A virus	45.7	35.7	48.9	Viruses	Cattle	IA	GCA_040890005.1
Influenza A virus	45.7	32.8	47.1	Viruses	Cattle	ID	GCA_040890055.1
Influenza A virus	45.8	32.7	46	Viruses	Cattle	ID	GCA_040890115.1
Influenza A virus	45.7	35.9	47.6	Viruses	Cattle	MN	GCA_040890085.1
Influenza A virus	45.7	36	47.3	Viruses	Cattle	IA	GCA_040889985.1
Influenza A virus	45.8	32.8	43.8	Viruses	Chicken	MN	GCA_040890155.1
Influenza A virus	45.7	35.7	49.4	Viruses	Cattle	MN	GCA_040890105.1
Influenza A virus	45.7	32.8	47.4	Viruses	Cattle	ID	GCA_040890015.1
Influenza A virus	45.7	35.9	46.4	Viruses	Cattle	MN	GCA_040890125.1
Influenza A virus	45.7	35.9	47.2	Viruses	Cattle	MN	GCA_040890025.1
Influenza A virus	45.7	32.8	46.1	Viruses	Cattle	ID	GCA_040890075.1
Influenza A virus	45.8	32.8	46.1	Viruses	Chicken	MN	GCA_040889975.1
Influenza A virus	45.8	32.9	46.4	Viruses	Cattle	MN	GCA_040890165.1
Influenza A virus	45.7	36	47.1	Viruses	Cattle	MN	GCA_040890045.1
Influenza A virus	45.8	32.8	47.3	Viruses	Cat	MI	GCA_040890175.1
Influenza A virus	45.8	32.8	46.3	Viruses	Cattle	MN	GCA_040890185.1
Influenza A virus	45.6	32.9	47.3	Viruses	Cattle	MN	GCA_040890265.1
Influenza A virus	45.8	32.8	49.1	Viruses	Cattle	ID	GCA_040890365.1
Influenza A virus	45.8	33	46.8	Viruses	Cattle	ID	GCA_040890195.1
Influenza A virus	45.9	32.8	46.8	Viruses	Turkey	MN	GCA_040890345.1
Influenza A virus	49.8	32.8	48	Viruses	Cattle	TX	GCA_040890235.1
Influenza A virus	45.7	32.9	47.2	Viruses	Cattle	TX	GCA_040890295.1
Influenza A virus	41.8	32.9	46.4	Viruses	Cat	CO	GCA_040890325.1
Influenza A virus	45.6	32.9	47.4	Viruses	Cattle	TX	GCA_040890255.1
Influenza A virus	45.7	32.9	47.2	Viruses	Cattle	TX	GCA_040890275.1
Influenza A virus	45.7	33	47.7	Viruses	Cattle	ID	GCA_040890215.1
Influenza A virus	45.8	33	46.1	Viruses	Cattle	ID	GCA_040890335.1
Influenza A virus	45.9	32.9	47.1	Viruses	Cattle	MN	GCA_040890245.1
Influenza A virus	45.9	32.8	47.6	Viruses	Turkey	MN	GCA_040890355.1
Influenza A virus	45.7	32.9	46.7	Viruses	Cattle	TX	GCA_040890305.1
Influenza A virus	45.7	32.9	46.8	Viruses	Cattle	ID	GCA_040890375.1
Influenza A virus	45.8	32.9	46.5	Viruses	Cattle	MN	GCA_040890225.1
Influenza A virus	45.7	32.8	47.5	Viruses	Cattle	MN	GCA_040890505.1
Influenza A virus	45.7	35.8	47.1	Viruses	Cattle	IA	GCA_040890435.1
Influenza A virus	45.6	33	47.1	Viruses	Cattle	SD	GCA_041063465.1
Influenza A virus	45.6	33	46.8	Viruses	Cattle	SD	GCA_041063455.1
Influenza A virus	45.7	32.9	47.8	Viruses	Cattle	TX	GCA_040890315.1
Influenza A virus	45.7	35.7	46.3	Viruses	Turkey	IA	GCA_040890415.1
Influenza A virus	45.7	35.9	47.7	Viruses	Cattle	IA	GCA_040890445.1
Influenza A virus	45.8	32.9	47.2	Viruses	Cattle	TX	GCA_040890385.1
Influenza A virus	45.9	36	48.5	Viruses	Goose	CO	GCA_041063395.1
Influenza A virus	45.8	32.9	46.5	Viruses	Cattle	MN	GCA_040890525.1
Influenza A virus	45.7	36	47.3	Viruses	Cattle	MN	GCA_040890485.1
Influenza A virus	45.6	35.7	47.3	Viruses	Cattle	SD	GCA_041063435.1
Influenza A virus	45.8	32.8	47.1	Viruses	Cattle	MN	GCA_040890535.1
Influenza A virus	45.6	32.9	46.6	Viruses	Cattle	MN	GCA_040890575.1
Influenza A virus	45.8	32.9	46.6	Viruses	Cattle	TX	GCA_040890395.1
Influenza A virus	45.7	36	47.3	Viruses	Cattle	MN	GCA_040890495.1
Influenza A virus	45.8	32.7	47.2	Viruses	Cat	SD	GCA_041063405.1
Influenza A virus	45.6	35.6	48.6	Viruses	Cattle	SD	GCA_041063425.1
Influenza A virus	45.8	32.9	46.4	Viruses	Cattle	MN	GCA_040890565.1
Influenza A virus	45.8	32.8	47.6	Viruses	Cattle	MN	GCA_040890545.1
Influenza A virus	45.6	33.1	47.5	Viruses	Cattle	SD	GCA_041063445.1
Influenza A virus	45.7	35.9	47.5	Viruses	Cattle	MN	GCA_040890475.1
Influenza A virus	45.8	32.8	46.5	Viruses	Cattle	ID	GCA_040890405.1
Influenza A virus	45.7	35.9	46.6	Viruses	Cattle	MN	GCA_040890515.1
Influenza A virus	45.7	35.9	47.8	Viruses	Cattle	IA	GCA_040890455.1
Influenza A virus	45.9	35.8	46.5	Viruses	Turkey	MN	GCA_041063645.1
Influenza A virus	45.8	33	47	Viruses	Cattle	ID	GCA_041063525.1
Influenza A virus	45.8	33.1	46.7	Viruses	Cattle	TX	GCA_041063815.1
Influenza A virus	45.8	33	44	Viruses	Cattle	ID	GCA_041063575.1
Influenza A virus	46.1	33	44.8	Viruses	Cattle	CO	GCA_041063595.1
Influenza A virus	45.8	33.1	47.2	Viruses	Cattle	ID	GCA_041063535.1
Influenza A virus	45.8	33	47.2	Viruses	Cattle	ID	GCA_041063505.1
Influenza A virus	45.9	35.8	46.7	Viruses	Turkey	MN	GCA_041063635.1
Influenza A virus	45.8	33.1	46.9	Viruses	Cattle	ID	GCA_041063555.1
Influenza A virus	45.8	33	47.1	Viruses	Cattle	ID	GCA_041063495.1
Influenza A virus	45.8	33.1	46.5	Viruses	Turkey	MN	GCA_041063625.1
Influenza A virus	45.8	33	45.8	Viruses	Cattle	TX	GCA_041063585.1
Influenza A virus	45.8	33.1	47.3	Viruses	Cattle	ID	GCA_041063515.1
Influenza A virus	45.8	33.1	46.8	Viruses	Cattle	ID	GCA_041063475.1
Influenza A virus	45.8	33.1	46.8	Viruses	Cat	SD	GCA_041063825.1
Influenza A virus	45.8	33.1	53.4	Viruses	Cattle	ID	GCA_041063605.1
Influenza A virus	45.8	33	46.7	Viruses	Cattle	ID	GCA_041063615.1
Influenza A virus	45.8	33	46.4	Viruses	Cattle	ID	GCA_041063485.1
Influenza A virus	45.8	33	48	Viruses	Cattle	ID	GCA_041063545.1
Influenza A virus	45.8	33	47.3	Viruses	Cattle	ID	GCA_041063565.1
Influenza A virus	45.6	33.1	47.5	Viruses	Cattle	SD	GCA_041063865.1
Influenza A virus	45.6	35.7	46.8	Viruses	Cattle	SD	GCA_041063845.1
Influenza A virus	45.9	33.1	46.4	Viruses	Turkey	MN	GCA_041063885.1
Influenza A virus	45.8	33.1	47.4	Viruses	Cattle	ID	GCA_041064025.1
Influenza A virus	45.8	33.1	46.4	Viruses	Cattle	IA	GCA_041064015.1
Influenza A virus	45.8	33	47.4	Viruses	Cattle	ID	GCA_041063975.1
Influenza A virus	44	33.1	46.9	Viruses	Cattle	ID	GCA_041063895.1
Influenza A virus	45.8	33	47.1	Viruses	Cattle	ID	GCA_041063915.1
Influenza A virus	45.8	33.1	46.6	Viruses	Turkey	MN	GCA_041064035.1
Influenza A virus	45.8	33	46.7	Viruses	Cattle	MN	GCA_041198705.1
Influenza A virus	45.7	33.1	46.4	Viruses	Chicken	ID	GCA_041063995.1
Influenza A virus	45.8	33	46.6	Viruses	Turkey	MN	GCA_041064045.1
Influenza A virus	45.9	35.8	44.9	Viruses	Turkey	MN	GCA_041064055.1
Influenza A virus	45.6	33	47.1	Viruses	Cattle	SD	GCA_041063875.1
Influenza A virus	45.8	33.1	47.2	Viruses	Cattle	ID	GCA_041063925.1
Influenza A virus	45.8	33.1	46.7	Viruses	Cattle	MN	GCA_041198715.1
Influenza A virus	45.8	33.1	47.2	Viruses	Cattle	ID	GCA_041063905.1
Influenza A virus	45.8	33.1	47.2	Viruses	Cattle	MN	GCA_041198725.1
Influenza A virus	45.6	35.7	47.4	Viruses	Cattle	SD	GCA_041063855.1
Influenza A virus	45.8	33	48.7	Viruses	Cattle	ID	GCA_041063985.1
Influenza A virus	45.8	33.1	47.2	Viruses	Cattle	ID	GCA_041063945.1
Influenza A virus	45.8	33	47.8	Viruses	Cattle	ID	GCA_041063965.1
Influenza A virus	45.8	33	45.7	Viruses	Cattle	TX	GCA_041064005.1
Influenza A virus	45.6	32.9	46.9	Viruses	Turkey	MN	GCA_041198935.1
Influenza A virus	45.7	32.8	45.9	Viruses	Cattle	IA	GCA_041198965.1
Influenza A virus	45.6	33.1	46.7	Viruses	Cattle	MN	GCA_041198775.1
Influenza A virus	45.8	33	46.6	Viruses	Cattle	MN	GCA_041199075.1
Influenza A virus	46.1	32.9	46.5	Viruses	Turkey	MN	GCA_041198925.1
Influenza A virus	45.6	33.1	46.9	Viruses	Cattle	MN	GCA_041198805.1
Influenza A virus	45.6	33	47.6	Viruses	Cattle	MN	GCA_041198865.1
Influenza A virus	45.6	33.1	46.4	Viruses	Cattle	MN	GCA_041198765.1
Influenza A virus	45.8	33.1	46.6	Viruses	Cattle	MN	GCA_041199105.1
Influenza A virus	45.6	33	47.1	Viruses	Cattle	MN	GCA_041198755.1
Influenza A virus	45.8	33.1	46.3	Viruses	Turkey	MI	GCA_041199055.1
Influenza A virus	45.7	32.9	47.3	Viruses	Cattle	IA	GCA_041198955.1
Influenza A virus	45.6	33.1	47	Viruses	Cattle	MN	GCA_041198785.1
Influenza A virus	45.6	33.1	46.3	Viruses	Cattle	MN	GCA_041198845.1
Influenza A virus	45.8	33.1	46.6	Viruses	Cattle	MN	GCA_041199095.1
Influenza A virus	45.8	33.1	47.3	Viruses	Cattle	MN	GCA_041199115.1
Influenza A virus	45.7	32.9	46.5	Viruses	Cattle	IA	GCA_041198985.1
Influenza A virus	45.7	32.9	47.7	Viruses	Cattle	IA	GCA_041199025.1
Influenza A virus	45.6	33.1	46.8	Viruses	Cattle	MN	GCA_041198855.1
Influenza A virus	45.8	33.1	46	Viruses	Cattle	MN	GCA_041199065.1
Influenza A virus	45.7	32.9	46.3	Viruses	Cattle	IA	GCA_041199005.1
Influenza A virus	45.6	33.1	46.8	Viruses	Cattle	MN	GCA_041198835.1
Influenza A virus	45.8	33	48.9	Viruses	Cattle	ID	GCA_041198885.1
Influenza A virus	45.7	32.9	46.4	Viruses	Turkey	MN	GCA_041198945.1
Influenza A virus	45.6	33.1	48.6	Viruses	Cattle	MN	GCA_041198795.1
Influenza A virus	45.8	32.9	47.1	Viruses	Cattle	ID	GCA_041198895.1
Influenza A virus	45.8	33.1	46.6	Viruses	Cattle	MN	GCA_041199085.1
Influenza A virus	45.6	33.1	46.7	Viruses	Cattle	MN	GCA_041198875.1
Influenza A virus	45.8	32.9	46.6	Viruses	Cattle	IA	GCA_041198905.1
Influenza A virus	45.7	32.9	46.1	Viruses	Cattle	IA	GCA_041199015.1
Influenza A virus	45.8	33	46.5	Viruses	Cattle	MN	GCA_041198745.1
Influenza A virus	45.7	35.5	47.7	Viruses	Turkey	IA	GCA_041199035.1
Influenza A virus	45.6	33.1	46.6	Viruses	Cattle	MN	GCA_041198815.1
Influenza A virus	45.6	33.1	46.8	Viruses	Cattle	MN	GCA_041198825.1
Influenza A virus	45.7	32.9	46.9	Viruses	Cattle	IA	GCA_041198995.1
Influenza A virus	45.7	32.9	51.3	Viruses	Cattle	ID	GCA_041198915.1
Influenza A virus	45.8	33.1	46.7	Viruses	Cattle	MN	GCA_041198735.1
Influenza A virus	45.7	32.9	46.8	Viruses	Cattle	IA	GCA_041199375.1
Influenza A virus	45.7	32.9	46.9	Viruses	Cattle	IA	GCA_041199335.1
Influenza A virus	45.6	33.1	47	Viruses	Cattle	MN	GCA_041199135.1
Influenza A virus	45.7	32.9	46.9	Viruses	Cattle	IA	GCA_041199345.1
Influenza A virus	45.8	36.2	46.8	Viruses	Cattle	MI	GCA_041446055.1
Influenza A virus	45.7	33	47	Viruses	Cattle	IA	GCA_041199325.1
Influenza A virus	50	32.9	46.7	Viruses	Cattle	IA	GCA_041199365.1
Influenza A virus	45.8	32.9	46.2	Viruses	Turkey	MN	GCA_041199305.1
Influenza A virus	45.8	32.9	47.9	Viruses	Cattle	ID	GCA_041199275.1
Influenza A virus	45.7	32.9	46.6	Viruses	Cattle	IA	GCA_041199385.1
Influenza A virus	45.7	32.9	46.3	Viruses	Turkey	MN	GCA_041199315.1
Influenza A virus	45.6	33.1	46.9	Viruses	Cattle	MN	GCA_041199215.1
Influenza A virus	45.8	32.9	46.8	Viruses	Cattle	ID	GCA_041199285.1
Influenza A virus	45.7	32.9	47.1	Viruses	Cattle	IA	GCA_041199355.1
Influenza A virus	45.6	33.1	47.2	Viruses	Cattle	MN	GCA_041199175.1
Influenza A virus	45.6	33.1	46.8	Viruses	Cattle	MN	GCA_041199195.1
Influenza A virus	45.6	33.1	46.3	Viruses	Cattle	MN	GCA_041199205.1
Influenza A virus	45.6	33	46.8	Viruses	Cattle	MN	GCA_041199245.1
Influenza A virus	45.6	32.9	46.5	Viruses	Turkey	MN	GCA_041199295.1
Influenza A virus	49.8	32.9	47.6	Viruses	Cattle	ID	GCA_041199255.1
Influenza A virus	45.6	33.1	46.8	Viruses	Cattle	MN	GCA_041199145.1
Influenza A virus	45.6	32.9	48.9	Viruses	Cattle	ID	GCA_041199265.1
Influenza A virus	45.6	33.1	47.1	Viruses	Cattle	MN	GCA_041199185.1
Influenza A virus	45.6	33	48.3	Viruses	Cattle	MN	GCA_041199155.1
Influenza A virus	45.6	33.1	47.2	Viruses	Cattle	MN	GCA_041199125.1
Influenza A virus	45.6	33.1	46.5	Viruses	Cattle	MN	GCA_041199165.1
Influenza A virus	45.9	33.1	46.1	Viruses	Chicken	MN	GCA_041446575.1
Influenza A virus	45.6	32.9	47.2	Viruses	Cattle	CO	GCA_041446485.1
Influenza A virus	45.6	33.1	46.3	Viruses	Chicken	CO	GCA_041446625.1
Influenza A virus	45.8	33.2	47.3	Viruses	Turkey	MN	GCA_041446235.1
Influenza A virus	45.8	35.8	47	Viruses	Turkey	MN	GCA_041446215.1
Influenza A virus	45.9	33	46.1	Viruses	Turkey	MN	GCA_041446125.1
Influenza A virus	45.8	35.8	46.8	Viruses	Turkey	MN	GCA_041446665.1
Influenza A virus	45.8	36	49.5	Viruses	Cattle	MI	GCA_041446455.1
Influenza A virus	45.6	35.9	46.8	Viruses	Cattle	CO	GCA_041446525.1
Influenza A virus	45.7	35.8	47.4	Viruses	Cattle	CO	GCA_041446095.1
Influenza A virus	45.7	36.6	46.3	Viruses	Cattle	MI	GCA_041697395.1
Influenza A virus	45.8	36.2	46.5	Viruses	Cattle	MI	GCA_041446065.1
Influenza A virus	45.7	36.8	46.8	Viruses	Cattle	MI	GCA_041697425.1
Influenza A virus	45.7	37	46.6	Viruses	Cattle	MI	GCA_041697415.1
Influenza A virus	45.8	35.7	46.7	Viruses	Turkey	MN	GCA_041446195.1
Influenza A virus	45.9	32.9	47.2	Viruses	Cattle	CO	GCA_041446075.1
Influenza A virus	45.8	35.7	47	Viruses	Turkey	MN	GCA_041446635.1
Influenza A virus	45.8	36.9	46.4	Viruses	Cattle	MI	GCA_041697405.1
Influenza A virus	45.9	33.1	46.2	Viruses	Chicken	MN	GCA_041446585.1
Influenza A virus	45.9	33.1	46.2	Viruses	Turkey	MN	GCA_041446135.1
Influenza A virus	45.7	32.9	47.7	Viruses	Cattle	CO	GCA_041446085.1
Influenza A virus	45.9	35.8	47.9	Viruses	Cattle	CO	GCA_041446495.1
Influenza A virus	45.8	33.1	52.2	Viruses	Cattle	IA	GCA_041446105.1
Influenza A virus	45.6	33.1	46.3	Viruses	Chicken	CO	GCA_041446175.1
Influenza A virus	44	35.9	45.7	Viruses	Cat	MN	GCA_041446475.1
Influenza A virus	45.6	33.1	46.6	Viruses	Chicken	CO	GCA_041446615.1
Influenza A virus	45.6	33.1	46.9	Viruses	Chicken	CO	GCA_041446155.1
Influenza A virus	45.8	36.2	46.4	Viruses	Chicken	NM	GCA_041697435.1
Influenza A virus	45.6	36.2	47.2	Viruses	Cattle	MI	GCA_041697385.1
Influenza A virus	45.8	36.2	46.7	Viruses	Cattle	MI	GCA_041446465.1
Influenza A virus	45.7	35.7	46.1	Viruses	Chicken	CO	GCA_041697855.1
Influenza A virus	45.7	36.9	46.3	Viruses	Cattle	MI	GCA_041697695.1
Influenza A virus	45.6	32.8	46.6	Viruses	Cattle	MI	GCA_041731515.1
Influenza A virus	45.8	36.4	47.4	Viruses	Cattle	MI	GCA_041697675.1
Influenza A virus	45.8	36.2	46.5	Viruses	Chicken	NM	GCA_041697715.1
Influenza A virus	46.1	36.1	46.3	Viruses	Chicken	NM	GCA_041697445.1
Influenza A virus	45.7	36.1	47.8	Viruses	Cattle	MI	GCA_041697665.1
Influenza A virus	45.8	33	46.3	Viruses	Turkey	MN	GCA_041697535.1
Influenza A virus	45.7	33.2	46.9	Viruses	Chicken	ID	GCA_041697555.1
Influenza A virus	46.1	33.1	50.5	Viruses	Cattle	TX	GCA_041697805.1
Influenza A virus	45.6	33.2	46.6	Viruses	Cattle	ID	GCA_041697495.1
Influenza A virus	45.7	35.6	46.3	Viruses	Chicken	CO	GCA_041697565.1
Influenza A virus	49.7	33	46.8	Viruses	Turkey	MN	GCA_041697525.1
Influenza A virus	46.1	33.2	46.9	Viruses	Cattle	TX	GCA_041697795.1
Influenza A virus	45.8	36.3	46.6	Viruses	Chicken	NM	GCA_041697475.1
Influenza A virus	45.9	36.1	46.8	Viruses	Chicken	NM	GCA_041697455.1
Influenza A virus	45.7	32.9	46.3	Viruses	Cattle	MI	GCA_041731555.1
Influenza A virus	45.8	32.9	46.2	Viruses	Turkey	MN	GCA_041697825.1
Influenza A virus	45.7	35.6	45.7	Viruses	Chicken	CO	GCA_041697575.1
Influenza A virus	45.7	32.9	46.2	Viruses	Cat	MI	GCA_041697745.1
Influenza A virus	46.1	36	46.7	Viruses	Chicken	NM	GCA_041697725.1
Influenza A virus	49.7	33	47.1	Viruses	Turkey	MN	GCA_041697815.1
Influenza A virus	45.7	35.6	46.3	Viruses	Chicken	CO	GCA_041697845.1
Influenza A virus	45.8	33.1	47	Viruses	Cattle	NM	GCA_041731505.1
Influenza A virus	45.6	33.1	46.1	Viruses	Chicken	ID	GCA_041697835.1
Influenza A virus	45.5	35.4	46.7	Viruses	Cattle	SD	GCA_041697485.1
Influenza A virus	45.8	36.1	46.2	Viruses	Chicken	NM	GCA_041697755.1
Influenza A virus	45.8	36.8	47	Viruses	Cattle	MI	GCA_041697685.1
Influenza A virus	45.9	36.2	46.4	Viruses	Chicken	NM	GCA_041697465.1
Influenza A virus	45.8	33.1	46.9	Viruses	Cattle	NM	GCA_041731535.1
Influenza A virus	45.8	33	46.5	Viruses	Turkey	MN	GCA_041697545.1
Influenza A virus	45.5	35.4	47.1	Viruses	Cattle	SD	GCA_041697775.1
Influenza A virus	46.1	33.2	46.7	Viruses	Cattle	TX	GCA_041697505.1
Influenza A virus	45.8	35.8	46	Viruses	Chicken	NM	GCA_041697735.1
Influenza A virus	45.7	36.8	46.8	Viruses	Cattle	MI	GCA_041697705.1
Influenza A virus	45.7	32.8	47.2	Viruses	Cattle	MI	GCA_041731525.1
Influenza A virus	45.7	35.7	46.6	Viruses	Cattle	MI	GCA_041697765.1
Influenza A virus	46.1	33.1	46.7	Viruses	Cattle	TX	GCA_041697515.1
Influenza A virus	45.8	32.8	46.8	Viruses	Chicken	ID	GCA_042347195.1
Influenza A virus	45.5	35.8	47.6	Viruses	Cattle	CO	GCA_042347365.1
Influenza A virus	45.8	33	46.4	Viruses	Cattle	ID	GCA_042347205.1
Influenza A virus	45.7	32.8	47	Viruses	Cattle	ID	GCA_042347175.1
Influenza A virus	45.8	36	46.5	Viruses	Cat	NM	GCA_042347135.1
Influenza A virus	45.8	32.9	46.4	Viruses	Cattle	MI	GCA_042347235.1
Influenza A virus	45.8	32.7	48.5	Viruses	Cattle	SD	GCA_042347145.1
Influenza A virus	45.9	36.1	45.8	Viruses	Cattle	KS	GCA_042347035.1
Influenza A virus	45.5	32.9	46.4	Viruses	Cattle	CO	GCA_042347325.1
Influenza A virus	45.8	32.8	46.5	Viruses	Cattle	MI	GCA_041862905.1
Influenza A virus	45.8	32.9	46.2	Viruses	Chicken	CO	GCA_041862915.1
Influenza A virus	45.8	37.7	46.8	Viruses	Cattle	OH	GCA_042347065.1
Influenza A virus	45.8	32.9	46.7	Viruses	Cattle	MI	GCA_041862955.1
Influenza A virus	45.8	33.1	46.6	Viruses	Cattle	ID	GCA_042347295.1
Influenza A virus	45.8	32.8	47	Viruses	Cattle	MI	GCA_042347225.1
Influenza A virus	45.8	32.8	46.7	Viruses	Chicken	ID	GCA_042347165.1
Influenza A virus	45.6	35.9	47	Viruses	Cattle	CO	GCA_042347345.1
Influenza A virus	45.8	32.8	47.7	Viruses	Cattle	MI	GCA_041862965.1
Influenza A virus	45.6	35.9	46.9	Viruses	Cattle	CO	GCA_042347305.1
